多い,おおい,lots of,Adjective,JLPT3
あげる,あげる,give,Verb,JLPT3
気,き,spirit/temperament,Noun,JLPT3
こう,こう,like this/this kind of,Adverb,JLPT3
開く,ひらく,open,Verb,JLPT3
くれる,くれる,be given,Verb,JLPT3
見つける,みつける,find,Verb,JLPT3
見える,みえる,be visible,Verb,JLPT3
見つかる,みつかる,be found/be caught,Verb,JLPT3
場合,ばあい,situation/case,Noun,JLPT3
もらう,もらう,receive,Verb,JLPT3
米,こめ,rice (grain),Noun,JLPT3
思う,おもう,think,Verb,JLPT3
考える,かんがえる,think/consider,Verb,JLPT3
決める,きめる,decide/agree upon,Verb,JLPT3
送る,おくる,send,Verb,JLPT3
気持ち,きもち,feeling/sensation,Noun,JLPT3
生きる,いきる,live (one's life),Verb,JLPT3
大学生,だいがくせい,university student,Noun,JLPT3
高校生,こうこうせい,high school student,Noun,JLPT3
弱い,よわい,weak,Adjective,JLPT3
勝つ,かつ,win,Verb,JLPT3
負ける,まける,lose,Verb,JLPT3
払う,はらう,pay,Verb,JLPT3
変える,かえる,change,Verb,JLPT3
動く,うごく,move,Verb,JLPT3
始める,はじめる,begin/start,Verb,JLPT3
終わり,おわり,end/conclusion,Noun,JLPT3
直る,なおる,be repaired/return to normal,Verb,JLPT3
線,せん,line,Noun,JLPT3
泊まる,とまる,stay overnight,Verb,JLPT3
娘,むすめ,daughter/girl,Noun,JLPT3
息子,むすこ,son,Noun,JLPT3
彼女,かのじょ,she/one's girlfriend,Pronoun,JLPT3
彼,かれ,he/one's boyfriend,Noun,JLPT3
続く,つづく,continue/follow,Verb,JLPT3
